Angle_deg,Voltage_V,Signal_V,Power
0,1.93406593406593,0.494065934065934,0.494065934065934
0.133580705009276,1.84139194139194,0.401391941391941,0.487115384615385
0.267161410018553,1.85992673992674,0.41992673992674,0.482076236263736
0.400742115027829,1.88974358974359,0.44974358974359,0.479651287774725
0.534322820037106,1.19509157509157,0,0.443677441191621
0.667903525046382,1.37399267399267,0,0.410401633102249
0.801484230055659,1.78901098901099,0.349010989010989,0.405797334795405
0.935064935064935,1.89377289377289,0.453772893772894,0.409395501718717
1.06864564007421,1.95260073260073,0.512600732600732,0.417135894034868
1.20222634508349,1.80512820512821,0.365128205128205,0.413235317366868
1.33580705009276,1.8832967032967,0.443296703296703,0.415489921311606
1.46938775510204,1.91230769230769,0.472307692307692,0.419751254136312
1.60296846011132,1.74630036630037,0.306300366300366,0.411242437548616
1.73654916512059,1.88490842490842,0.444908424908425,0.413767386600602
1.87012987012987,1.86798534798535,0.427985347985348,0.414833733704458
2.00371057513915,1.91391941391941,0.473919413919414,0.41926515972058
2.13729128014842,1.89216117216117,0.452161172161172,0.421732360653624
2.2708719851577,1.79384615384615,0.353846153846154,0.416640895143064
2.40445269016698,1.95904761904762,0.519047619047619,0.424321399435906
2.53803339517625,1.95340659340659,0.513406593406593,0.431002788983707
2.67161410018553,1.36996336996337,0,0.398677579809929
2.80519480519481,1.73018315018315,0.29018315018315,0.390540497587921
2.93877551020408,1.35868131868132,0,0.361249960268827
3.07235621521336,1.87120879120879,0.431208791208791,0.366496872589324
3.20593692022263,1.87040293040293,0.43040293040293,0.371289826925345
3.33951762523191,1.95098901098901,0.510989010989011,0.38176726573012
3.47309833024119,1.77369963369963,0.333699633699634,0.378162193327833
3.60667903525046,1.91069597069597,0.470695970695971,0.385102226630443
3.74025974025974,1.93970695970696,0.49970695970696,0.393697581611182
3.87384044526902,1.69875457875458,0.258754578754579,0.383576856396937
4.00742115027829,1.79384615384615,0.353846153846154,0.381347053705628
4.14100185528757,1.86879120879121,0.428791208791209,0.384905365337047
4.27458256029685,1.79626373626374,0.356263736263736,0.382757243156549
4.40816326530612,1.62461538461538,0.184615384615384,0.367896603765961
4.5417439703154,1.80673992673993,0.366739926739927,0.367809852989009
4.67532467532468,1.94615384615385,0.506153846153846,0.378185652476371
4.80890538033395,1.94857142857143,0.508571428571428,0.387964585683501
4.94248608534323,1.91150183150183,0.471501831501831,0.394229879119876
5.0760667903525,1.89457875457875,0.454578754578755,0.398756044779291
5.20964749536178,1.79304029304029,0.353040293040293,0.395327363398867
5.34322820037106,1.91311355311355,0.473113553113553,0.401161327627468
5.47680890538033,1.85267399267399,0.412673992673993,0.402024777505957
5.61038961038961,1.35062271062271,0,0.371872919193011
5.74397031539889,1.90586080586081,0.465860805860806,0.378922010693095
5.87755102040816,1.81802197802198,0.378021978021978,0.378854508242762
6.01113172541744,1.53677655677656,0.0967765567765566,0.357698661882796
6.14471243042672,1.82285714285714,0.382857142857143,0.359585547955872
6.27829313543599,1.95501831501831,0.515018315018315,0.371243005485555
6.41187384044527,1.95904761904762,0.519047619047619,0.38232835150271
6.54545454545454,1.66168498168498,0.221684981684982,0.370280098766381
6.67903525046382,1.68827838827839,0.248278388278388,0.361129970479781
6.8126159554731,1.76725274725275,0.327252747252747,0.358589178737754
6.94619666048238,1.95582417582418,0.515824175824176,0.370381803519235
7.07977736549165,1.94937728937729,0.509377289377289,0.380806464958589
7.21335807050093,1.81238095238095,0.372380952380952,0.380174551515267
7.3469387755102,1.90989010989011,0.46989010989011,0.38690321839338
7.48051948051948,1.93648351648352,0.496483516483516,0.39512174075014
7.61410018552876,1.91472527472527,0.474725274725275,0.401092005798275
7.74768089053803,1.6592673992674,0.219267399267399,0.38745516030846
7.88126159554731,1.89860805860806,0.458608058608059,0.392791627680929
8.01484230055659,1.88410256410256,0.444102564102564,0.396639947912552
8.14842300556586,1.95582417582418,0.515824175824176,0.405578765005924
8.28200371057514,1.91553113553114,0.475531135531135,0.410825192795315
8.41558441558442,1.46102564102564,0.0210256410256411,0.381590226412589
8.54916512059369,1.87201465201465,0.432014652014652,0.385372058332744
8.68274582560297,1.87443223443223,0.434432234432234,0.389051571540206
8.81632653061224,1.91714285714286,0.477142857142857,0.395658417960405
8.94990723562152,1.88813186813187,0.448131868131868,0.399593926723264
9.0834879406308,1.78095238095238,0.340952380952381,0.395195810790448
9.21706864564007,1.94131868131868,0.501318681318681,0.403155026080066
9.35064935064935,1.75919413919414,0.319194139194139,0.396857959563621
9.48423005565863,1.84461538461538,0.404615384615385,0.397439766442503
9.6178107606679,1.84139194139194,0.401391941391941,0.397736179563711
9.75139146567718,1.94857142857143,0.508571428571428,0.40604882323929
9.88497217068646,1.94615384615385,0.506153846153846,0.413556699957882
10.0185528756957,1.9429304029304,0.502930402930403,0.420259727680821
10.152133580705,1.916336996337,0.476336996336996,0.424465522830034
10.2857142857143,1.56175824175824,0.121758241758242,0.40176247674965
10.4192949907236,1.90102564102564,0.461025641025641,0.406207214070349
10.5528756957328,1.82527472527473,0.385274725274725,0.404637277410677
10.6864564007421,1.23538461538462,0,0.374289481604876
10.8200371057514,1.92761904761905,0.487619047619048,0.382789199055939
10.9536178107607,1.85831501831502,0.418315018315018,0.38545363550037
11.0871985157699,1.77934065934066,0.339340659340659,0.381995162288392
11.2207792207792,1.94051282051282,0.50051282051282,0.390883986655224
11.3543599257885,1.90666666666667,0.466666666666667,0.396567687656082
11.4879406307978,1.67457875457875,0.234578754578755,0.384418517675283
11.621521335807,1.9203663003663,0.4803663003663,0.391614601377109
11.7551020408163,1.82849816849817,0.388498168498169,0.391380868911189
11.8886827458256,1.64315018315018,0.203150183150183,0.377263567479113
12.0222634508349,1.94534798534799,0.505347985347985,0.386869898819279
12.1558441558442,1.87040293040293,0.43040293040293,0.390134876188052
12.2894248608534,1.94615384615385,0.506153846153846,0.398836298935487
12.4230055658627,1.93728937728938,0.497289377289377,0.406220279812029
12.556586270872,1.67216117216117,0.232161172161172,0.393165846738215
12.6901669758813,1.8978021978022,0.457802197802198,0.398013573068013
12.8237476808905,1.92842490842491,0.488424908424908,0.404794423219781
12.9573283858998,1.9243956043956,0.484395604395604,0.410764511807967
13.0909090909091,1.88893772893773,0.448937728937729,0.4136275030927
13.2244897959184,1.76725274725275,0.327252747252747,0.407149396404703
13.3580705009276,1.44974358974359,0.0097435897435898,0.37734396090512
13.4916512059369,1.82930402930403,0.389304029304029,0.378240966035038
13.6252319109462,1.88410256410256,0.444102564102564,0.383180585890102
13.7588126159555,1.91391941391941,0.473919413919414,0.389985997992301
13.8923933209648,1.8647619047619,0.424761904761905,0.392594191000021
14.025974025974,1.90344322344322,0.463443223443223,0.397907868433261
14.1595547309833,1.90586080586081,0.465860805860806,0.403004338740327
14.2931354359926,1.89377289377289,0.453772893772894,0.40681198036777
14.4267161410019,1.77450549450549,0.334505494505494,0.401388993928099
14.5602968460111,1.84864468864469,0.408644688644689,0.401933171031843
14.6938775510204,1.86879120879121,0.428791208791209,0.403947523863796
14.8274582560297,1.53919413919414,0.0991941391941393,0.381091020013571
14.961038961039,1.88249084249084,0.442490842490842,0.385696006699367
15.0946196660482,1.9243956043956,0.484395604395604,0.393098476526585
15.2282003710575,1.8752380952381,0.435238095238095,0.396258947929948
15.3617810760668,1.34498168498168,0,0.366539526835202
15.4953617810761,1.72131868131868,0.281318681318681,0.360147963421463
15.6289424860853,1.84542124542125,0.405421245421246,0.363543459571447
15.7625231910946,1.46344322344322,0.0234432234432234,0.33803594186183
15.8961038961039,1.92278388278388,0.482783882783883,0.348892037430984
16.0296846011132,1.86556776556777,0.425567765567766,0.354642717041242
16.1632653061224,1.9429304029304,0.502930402930403,0.365764293482929
16.2968460111317,1.6778021978022,0.237802197802198,0.356167136306875
16.430426716141,1.81076923076923,0.370769230769231,0.357262293391551
16.5640074211503,1.93245421245421,0.492454212454212,0.367401687321251
16.6975881261596,1.91472527472527,0.474725274725275,0.375450956376553
16.8311688311688,1.74952380952381,0.309523809523809,0.370506420362597
16.9647495361781,1.92117216117216,0.481172161172161,0.378806350923314
17.0983302411874,1.82043956043956,0.380439560439561,0.378928841637033
17.2319109461967,1.8752380952381,0.435238095238095,0.383152035657112
17.3654916512059,1.57062271062271,0.130622710622711,0.364212336279532
17.4990723562152,1.92842490842491,0.488424908424908,0.373528279190436
17.6326530612245,1.84300366300366,0.403003663003663,0.375738932976428
17.7662337662338,1.65684981684982,0.216849816849817,0.363822249266932
17.899814471243,1.8978021978022,0.457802197802198,0.370870745407077
18.0333951762523,1.92600732600733,0.486007326007326,0.379505988952096
18.1669758812616,1.5851282051282,0.145128205128205,0.361927655165304
18.3005565862709,1.92117216117216,0.481172161172161,0.370870993115818
18.4341372912801,1.91714285714286,0.477142857142857,0.378841382917846
18.5677179962894,1.5810989010989,0.141098901098901,0.361010696781425
18.7012987012987,1.80754578754579,0.367545787545787,0.361500828588752
18.834879406308,1.89619047619048,0.456190476190476,0.368602552158882
18.9684601113173,1.92278388278388,0.482783882783883,0.377166151955757
19.1020408163265,1.93406593406593,0.494065934065934,0.38593363561402
19.2356215213358,1.8607326007326,0.420732600732601,0.388543557997914
19.3692022263451,1.91794871794872,0.477948717948718,0.395248944994224
19.5027829313544,1.78820512820513,0.348205128205128,0.391720658735042
19.6363636363636,1.8010989010989,0.361098901098901,0.389424026912331
19.7699443413729,1.69956043956044,0.25956043956044,0.379684257860939
19.9035250463822,1.85106227106227,0.411062271062271,0.382037608851039
20.0371057513915,1.8567032967033,0.416703296703297,0.384637535439958
20.1706864564007,1.79304029304029,0.353040293040293,0.382267742259984
20.30426716141,1.83252747252747,0.392527472527473,0.383037222030045
20.4378478664193,1.83333333333333,0.393333333333333,0.383809430377792
20.5714285714286,1.86153846153846,0.421538461538462,0.386639107714842
20.7050092764378,1.90908424908425,0.469084249084249,0.392822493317548
20.8385899814471,1.89538461538462,0.455384615384615,0.397514652472578
20.9721706864564,1.89860805860806,0.458608058608059,0.402096657932739
21.1057513914657,1.89457875457875,0.454578754578755,0.40603281518119
21.239332096475,1.9018315018315,0.461831501831502,0.410217716679963
21.3729128014842,1.88974358974359,0.44974358974359,0.413182157159735
21.5064935064935,1.78739926739927,0.347399267399267,0.4082484404277
21.6400742115028,1.82769230769231,0.387692307692308,0.406706730472546
21.7736549165121,1.89941391941392,0.459413919413919,0.410659769643149
21.9072356215213,1.84945054945055,0.40945054945055,0.410569078128704
22.0408163265306,1.45619047619048,0.0161904761904761,0.380990682983337
22.1743970315399,1.81721611721612,0.377216117216117,0.380707590550795
22.3079777365492,1.89538461538462,0.455384615384615,0.386308367413332
22.4415584415584,1.89619047619048,0.456190476190476,0.391549525571618
22.5751391465677,1.88168498168498,0.441684981684982,0.39530968478012
22.708719851577,1.8196336996337,0.3796336996337,0.394133985894139
22.8423005565863,1.88087912087912,0.440879120879121,0.397639871018012
22.9758812615955,1.83494505494505,0.394945054945055,0.39743775981254
23.1094619666048,1.88571428571429,0.445714285714286,0.401058499255171
23.2430426716141,1.87040293040293,0.43040293040293,0.403259331591253
23.3766233766234,1.59318681318681,0.153186813186813,0.38450389271092
23.5102040816327,1.57223443223443,0.132234432234432,0.365583683175184
23.6437847866419,1.88410256410256,0.444102564102564,0.371472599244737
23.7773654916512,1.7559706959707,0.315970695970696,0.367309956499184
23.9109461966605,1.88893772893773,0.448937728937729,0.373432039432075
24.0445269016698,1.75435897435897,0.314358974358974,0.369001559551593
24.178107606679,1.80915750915751,0.369157509157509,0.369013255772036
24.3116883116883,1.82285714285714,0.382857142857143,0.370051547303419
